,content,summary
147,IFS单次曝光处理流水线包含哪些工作包单元？,IFS单次曝光处理流水线包含的工作包单元有仪器效应改正、光谱成像位置追踪、光谱抽取、像元-波长对应关系工作包、波长定标、流量定标等11个工作包单元。
148,IFS多次曝光合成流水线的工作包包括哪些？,IFS多次曝光合成流水线的工作包包括多次曝光数据可用性工作包、多次曝光合成几何框架工作包、多次曝光图像叠加工作包、天光背景扣除工作包、多次曝光合成误差估算工作包和多次曝光合成文件生成工作包等。
149,IFS二级数据处理流水线的工作包中哪个是负责光谱质量检验的？,IFS二级数据处理流水线的工作包中，光谱质量检验是流水线的主要工作之一，但没有直接提及特定的工作包名称。它是通过一系列的质量检查步骤来完成的。
150,IFS数据处理软件的哪些工作包涉及光谱参数的提取？,IFS数据处理软件中，涉及光谱参数提取的工作包包括IFS积分光谱的吸收线测量工作包、IFS积分光谱的发射线测量工作包和IFS积分光谱的星族分析工作包等。
151,IFS 0级数据可用性标记工作包的主要任务是什么？,IFS 0级数据可用性标记工作包的主要任务是对数据中心提供的0级数据图像进行校验码校验和科学可用性标记，确保观测获得的数据在科学上具有可用性。
152,IFS 0级数据索引标识工作包的作用是什么？,IFS 0级数据索引标识工作包的作用是对经过可用性标记处理的QC0级数据图像进行关键参数提取和数据库索引，为下一步数据处理流水线提供数据文件的索引功能。
153,图10.204展示了什么内容的流程图？,图10.204展示了在轨定标-IFS的IFS定位工作包流程图。
154,在轨定标-IFS的图像质量及稳定性监测工作包流程图是哪张图？,在轨定标-IFS的图像质量及稳定性监测工作包流程图是图10.205。
155,探测器本底与噪声工作包流程图是在哪个部分描述的？,探测器本底与噪声工作包流程图是在轨定标-CPIC部分描述的，对应的是图10.206。
156,探测器暗电流工作包是在哪个图中介绍的？,探测器暗电流工作包是在图10.207中介绍的。
157,图10.208展示了什么定标工作包的流程图？,图10.208展示了在轨定标-CPIC的探测器平场定标工作包流程图。
158,探测器CTE工作包流程图对应的是哪个图？,探测器CTE工作包流程图对应的是图10.209。
159,探测器PTC工作包流程图是在哪个图中描述的？,探测器PTC工作包流程图是在图10.210中描述的。
160,图10.212描述了什么工作包的流程图？,图10.212描述了在轨定标-CPIC的探测器EM增益工作包流程图。
161,探测器EM增益工作包是在哪个图中提到的？,探测器EM增益工作包是在图10.212中提到的。
162,哪个图描述了测光零点工作包的流程图？,测光零点工作包的流程图是在图10.214中描述的。
163,模块性能监测工作包流程图对应的是哪个图？,模块性能监测工作包流程图对应的是图10.215。
164,图10.216展示了什么定标工作包的流程图？,图10.216展示了在轨定标-THz的频率精度定标工作包流程图。
165,观测效率定标工作包流程图是在哪个图中描述的？,观测效率定标工作包流程图是在图10.217中描述的。
166,指向精度定标工作包流程图对应的是哪个图？,指向精度定标工作包流程图对应的是图10.218。
167,高级数据分析工具注册过程是在哪个图中提到的？,高级数据分析工具注册过程是在图10.219中提到的。
168,IFS的数据处理流程分为哪几级？,IFS的数据处理流程分为四级：零级数据准备，一级单次处理、一级多次合成、二级数据处理。
169,IFS零级数据准备的主要功能是什么？,IFS零级数据准备的主要功能是检查0级数据的科学可用性、准确性，以及对0级数据进行分类，提取标签，写入数据库。
170,IFS一级单次处理有哪些主要功能？,IFS一级单次处理的主要功能包括数据合并、探测器效应改正、宇宙线扣除、光谱成像位置追踪、光谱提取、像元-波长对应关系确定、波长定标、流量定标、LSF提取、天体测量解算和单次处理数据立方生成等。
171,IFS一级多次合成的主要功能包括哪些？,IFS一级多次合成的主要功能包括单次曝光数据读取与检查、多次曝光合成天测定标、光谱叠加与合成、天光背景扣除、协方差矩阵计算和合成数据立方生成及可用性标记等。
172,IFS二级数据处理的主要功能有哪些？,IFS二级数据处理的主要功能包括数据立方可用性检查、数据立方光谱质量检验、积分视场光谱的分区叠谱、积分光谱的发射线特征测量、积分视场光谱的运动学特征测量、积分视场光谱的星族测量和科学数据包的生成等。
173,IFS的数据处理流水线设计分为哪几个部分？,IFS的数据处理流水线设计分为0级数据准备、单次曝光处理、多次曝光合成和二级数据处理流水线四个部分。
174,IFS 0级数据准备流水线的主要任务是什么？,IFS 0级数据准备流水线的主要任务是接收0级数据作为输入，进行0级数据可用性标记并进行分类，读取数据标签并存入数据库。
175,IFS单次曝光处理流水线是如何工作的？,IFS单次曝光处理流水线从数据库读入可处理的单次曝光的0级数据和相应的参考文件数据，对单次曝光的0级数据图像进行流水线处理，处理结果进行质量标记并存入数据库。
176,IFS多次曝光合成流水线的主要功能是什么？,IFS多次曝光合成流水线的主要功能是从数据库读入某科学目标的一组单次曝光数据，进行多次曝光合成处理，包括天测定标、光谱叠加与合成、天光背景扣除等，并生成合成数据立方及进行可用性标记。
177,IFS的多次曝光合成后数据立方存储在哪里？,IFS的多次曝光合成后数据立方存储在数据库中。
178,IFS二级数据处理流水线主要负责什么？,IFS二级数据处理流水线主要负责对合成后的数据立方进行高级处理，包括数据立方可用性检查、光谱质量检验、分区叠谱、发射线特征测量、运动学特征测量、星族测量和科学数据包的生成等。
179,IFS数据处理中提到的“数据立方”是什么？,IFS数据处理中提到的“数据立方”是一个三维数据结构，用于存储光谱数据，其中两个维度代表空间位置，另一个维度代表波长。
180,IFS数据处理中提到的“LSF”是什么？,IFS数据处理中提到的“LSF”是指谱线扩展函数（Line Spread Function），用于描述光谱仪对输入谱线的响应，即输出谱线的形状和宽度。
181,IFS数据处理中的“数据立方可用性检查”主要检查什么？,IFS数据处理中的“数据立方可用性检查”主要检查数据立方的科学可用性、准确性，确保数据立方满足后续科学分析的需求。
182,IFS数据处理中的“科学数据包”包含哪些内容？,IFS数据处理中的“科学数据包”包含完整的科学参数，如光谱数据、测量结果、分析参数等，并对每个参数作出解释，通过可用性检查确保各参数有效。
183,焦面比例尺和畸变测量及稳定性分析工作包编号是什么？,焦面比例尺和畸变测量及稳定性分析工作包编号为KSC-SJB-PK-17。
184,测光零点测量及变化分析工作包编号是什么？,测光零点测量及变化分析工作包编号为KSC-SJB-PK-18。
185,测光平场生成及稳定性分析的工作包编号是多少？,测光平场生成及稳定性分析的工作包编号为KSC-SJB-PK-19。
186,什么是测光交叉定标工作包？,测光交叉定标工作包是用于交叉验证和校准测光系统的工作包，编号为KSC-SJB-PK-20。
187,多色成像PSF建模及变化分析工作包的主要目标是什么？,多色成像PSF建模及变化分析工作包的主要目标是构建和分析多色成像的点扩散函数（PSF）模型及其变化情况，编号为KSC-SJB-PK-21。
188,孔径生长曲线分析及长期监测分析工作包是做什么的？,孔径生长曲线分析及长期监测分析工作包用于分析望远镜孔径生长曲线的变化趋势并进行长期监测，编号为KSC-SJB-PK-22。
